label,tweetid,date,id,tweet
0,1974242294,Sat May 30 12:43:43 PDT 2009,CandiceMarie87,has a tummy ache 
0,1957474232,Fri May 29 00:36:51 PDT 2009,marci723,@JustcallmeMac your making me jealous now  I want one! How long have u guys been married?
0,2062356340,Sat Jun 06 23:00:21 PDT 2009,JesseW84,"@kinagrannis glad you had a good time, and sorry I couldn't make it up there  I WILL see you in concert one of these days!"
0,2212346070,Wed Jun 17 13:59:00 PDT 2009,tad40,is feeling unhappy 2day - gained weight again - need new spec's as well as spec's for driving (horror) - took new top back as 2 small 
0,2248253952,Fri Jun 19 20:20:13 PDT 2009,LicecitaBonita,@ the doctor.. I don't feel so well.. Psssh. 
0,1994249657,Mon Jun 01 11:38:44 PDT 2009,roxyhumz1,@austinhkeenan i am  DYING at workkk!  soooo bored!
0,2053857511,Sat Jun 06 05:54:41 PDT 2009,NRH_X,"is not lookin forward to babysittin tonite  3 kids, 1 me, not a good combination !"
0,1679454376,Sat May 02 09:23:41 PDT 2009,ThomasJKH,"yea, i think the 3rd person thing isn't so important on here! lol. omg thanks for reminding me, I have to clean my car too..... "
0,1880182793,Fri May 22 00:22:01 PDT 2009,Megab_xox,"@CremeMagazine yay, can you tell us what posters are in it? *hints* hehe, netball this weekend and freezing weather  Have a great weekend"
0,2240175374,Fri Jun 19 09:25:50 PDT 2009,iradiate,@CMalachi I have a feature in Bmore tonight &amp; Storytellers on Sunday  I would love 2 b @ both shows! Knock 'em dead!
0,1971604588,Sat May 30 07:29:04 PDT 2009,heathergerlitz,no longer has internet  bummer!
0,2251893751,Sat Jun 20 04:53:45 PDT 2009,xchewBECCAx,"@missjoeyxo happy 18th my darling, hope leeds is proper mint for ya, sorry i cant be there  love love x"
0,2015825286,Wed Jun 03 05:35:59 PDT 2009,marielle_may,@ayanami136 i don't think i'm ready to take college exams.. 
0,2261877325,Sat Jun 20 21:30:04 PDT 2009,FNFgirlwonder,Can't find a hotel 
0,2255068105,Sat Jun 20 10:42:43 PDT 2009,yogh,"@Spiffums Darn you, Spiffums!! I can't find any in York anymore "
0,2327961398,Thu Jun 25 09:00:09 PDT 2009,LilithGaea,"@FerretsFIRST I just put a lost add in craigslist, apparently someone else lost their wuzzle too around me "
0,2238219088,Fri Jun 19 06:59:20 PDT 2009,Jag999,@ika524 well I would love to eat a home cooked Indonesian meal dam shame there's no resturants around here 
0,2065777258,Sun Jun 07 09:16:09 PDT 2009,wontstop,i have to go to the bathroom but i just painted my nailssssss. 
0,1977848098,Sat May 30 21:50:50 PDT 2009,cloudinchi,I STILL DONT HAVE A PIC!!!! RYAN 
0,2191186244,Tue Jun 16 04:43:21 PDT 2009,ocicat_bengals,@Sukee Canna get the page to open. 
0,2067959552,Sun Jun 07 13:15:12 PDT 2009,Kiwi530,"Sitting on the couch trying to the lapto to work, but because it is so old it keeps shutting down randomly on me "
0,1986170719,Sun May 31 18:26:03 PDT 2009,miss_sugarhigh,na bills remix of CrystalCastles crimewave is amazing..... i wish i was dancing somewhere 
0,2221602533,Thu Jun 18 05:41:08 PDT 2009,NinaPA,Removing dead links to closed shops in squidoo lenses...   This is gonna take awhile.
0,1880091064,Fri May 22 00:04:17 PDT 2009,raefon12,wow anotha sleepless night!.....help  lol
0,1882539767,Fri May 22 07:03:17 PDT 2009,shiningcher,ok its not twitter its my stupid mac network  no bueno for today so my patience is shot.. TTYGL!!
0,1881043184,Fri May 22 03:24:14 PDT 2009,markrfletcher,@SaritaAgerman But still 2 more to go  And one of them is MediEVIL. I hate it.
0,1835727339,Mon May 18 06:37:33 PDT 2009,djreddz,@NikiLuv73 What's wrong? 
0,1997735891,Mon Jun 01 17:22:03 PDT 2009,marlenebahlke,I don't think my wrist is going to be into more than 4 hour shifts! Ow 
0,2215566346,Wed Jun 17 18:18:54 PDT 2009,dmillar,"i love new relic, i wish i could afford a paid account "
0,1565188673,Mon Apr 20 06:08:06 PDT 2009,ruthifer,Well that went well! Test is over!.....now lecture ugh! Worst is yet to come....work! 
0,1993602418,Mon Jun 01 10:38:29 PDT 2009,DemonG,@SuperDunner I got kicked out of Room 1 on the discussion 
0,2055647661,Sat Jun 06 09:42:04 PDT 2009,kerryymorris,NO! i just bit my nail off  i was trying so hard to grow them!
0,2053166884,Sat Jun 06 03:32:11 PDT 2009,phoebetarroja,@anazephyrrr I feel you.  The virus is what I'm more concerned of. I'm scarrred.
0,1994536940,Mon Jun 01 12:04:15 PDT 2009,Laaaurrren,"i am making so many typing errors. ugh, and i'm also typing slow "
0,1983502023,Sun May 31 13:16:43 PDT 2009,nab_guerra,this weekend was so short .. I'm gonna miss this moments 
0,2063330620,Sun Jun 07 02:13:44 PDT 2009,migaruler,Its D Day! 
0,2014597123,Wed Jun 03 02:03:28 PDT 2009,monicaszar,i hate that i can't stop coughing. 
0,1564615910,Mon Apr 20 04:16:50 PDT 2009,MaryTheFairy,@tiannanosyke i agree 
0,1960306939,Fri May 29 07:45:24 PDT 2009,linnieclark,"It's beautiful outside. The sun is shining, the birds are singing and I? I'm studying  Wish it were already vacation."
0,1981480283,Sun May 31 09:14:29 PDT 2009,_Alectrona_,twitter is very quiet with all you people enjoying the good weather....It's just started to rain here 
0,2327378433,Thu Jun 25 08:16:16 PDT 2009,superflyshannon,Water drill today. 
0,2057095488,Sat Jun 06 12:21:45 PDT 2009,Doctorrodders,@Jamie881 who knows. I think it will be up when its up. We cant rush them. the rushed the update and look what happened 
0,1755510312,Sun May 10 09:19:28 PDT 2009,FadhilahZainal,aunt just went home.now i'm all alone in the living room 
0,1979531061,Sun May 31 03:26:54 PDT 2009,pallinad,@teddygnz Just to let you know...sending big hugs LG 
0,1971786006,Sat May 30 07:53:43 PDT 2009,rob_yourself,i'm not good in this heat 
0,1771074622,Mon May 11 23:06:54 PDT 2009,kelsihartl,Imma miss my buddy luke 
0,2222899219,Thu Jun 18 07:35:19 PDT 2009,robertvrabel,@matthaupt I love the UI for cut/copy/paste! They implemented it very well... to bad AT&amp;T won't allow MMS until late summer 
0,2059721027,Sat Jun 06 17:30:11 PDT 2009,OhEmmaa,@uhitsshanon we must start talking again. we used to have the best convos! i miss that  should have another way of communication too! lol
0,1826245191,Sun May 17 08:02:44 PDT 2009,_PixxelJunkie_,6 exams this week 
0,2070170826,Sun Jun 07 17:13:05 PDT 2009,analetiicia,@jonaskevin I want to see but don't open here 
0,1984837076,Sun May 31 15:54:28 PDT 2009,courtneybird2,dosent want to take any of her finals 
0,1970099779,Sat May 30 02:27:12 PDT 2009,fridgi,Think I pulled one of my twelve abdominal muscles this morning so now I have an eleven pack 
0,2055664447,Sat Jun 06 09:43:56 PDT 2009,iLoveSeventeen,"Argh, i can't sleep "
0,2218728826,Wed Jun 17 23:02:07 PDT 2009,irebo,@Eganaholic *looks guilty* sorry 
0,1961106094,Fri May 29 08:59:46 PDT 2009,alexjewels,@djknucklehead im listening to people saying eww at out current frog disection  poor froggy.
0,2237713874,Fri Jun 19 06:14:53 PDT 2009,mrscarp,didn't get PJs this morning 
0,1980201766,Sun May 31 06:01:38 PDT 2009,mattsaf,New avatar. I know I'm following a trend� 
0,2229451785,Thu Jun 18 15:44:50 PDT 2009,lunadisney93,@frakfraco OMG i could visit u in niagara falls if I didn't have finals tomorrow 
0,1752492332,Sat May 09 22:04:31 PDT 2009,UncannyCalyn,"@jakethesnake91 Oh, no! That stinks. "
0,2234318499,Thu Jun 18 22:49:52 PDT 2009,CCla1176,@acoldsky  People suck.
0,1965835248,Fri May 29 16:37:50 PDT 2009,blackenedsky,theres too much light pollution to see the stars 
0,1827787552,Sun May 17 11:26:49 PDT 2009,EJMcIver,I full on hate maths  Darn GCSE's :'(
0,2230251787,Thu Jun 18 16:51:08 PDT 2009,Keyonce89,@QueenKayy96 yes sis I am!!!! But sorry you're to young!!! 
0,2235079708,Fri Jun 19 00:22:53 PDT 2009,BoiFlyNess,Just got hom from the states... Watchin Roseanne... Super sad cuz i missed the Nanny 
0,2288267062,Mon Jun 22 18:56:21 PDT 2009,dyellagurl,Please continue to keep my friend Fallon in your prayers for me. Thanks 
0,1753978873,Sun May 10 04:24:59 PDT 2009,SarahAnnGreen,Missed The Chain  (church over-ran).
0,2194696891,Tue Jun 16 10:08:24 PDT 2009,Mojo9355,getting ready to take a nap 3rd shift messes me up 
0,2229729076,Thu Jun 18 16:07:29 PDT 2009,harmeetsidhu,life sucks when have to work.. 
0,1968826453,Fri May 29 22:18:44 PDT 2009,xDirtyBurdx,leaving...no one has time for the burd tonight/ this morning 
0,2192690699,Tue Jun 16 07:24:38 PDT 2009,findub,@mneylon that´s too bad... I was hoping to have a real &quot;live stream&quot; at the gala dinner  I´ll try to find out what #flickr refresh rate is
0,2229570839,Thu Jun 18 15:54:27 PDT 2009,KimOEsq,@shaquib sometimes i don't get a txt with your updates 
0,1988950358,Sun May 31 23:52:09 PDT 2009,pamelanicolee,I just realized in 18 days ill be leaving to Chile  I'm really going to miss my family
0,2189709439,Tue Jun 16 00:42:20 PDT 2009,kirstyhannahxo,argh star girl just came on my ipod  i can't imagine the outcome.
0,1988750485,Sun May 31 23:15:54 PDT 2009,jhaubein,"@rickbutts unfortunately not a virtual event. They have these events in several cities, but not in Colorado "
0,2252526930,Sat Jun 20 06:27:42 PDT 2009,lindalatip,is sedey. Ghazi demam. Might hv to cancel the shoot fr tomolo 
0,2254762685,Sat Jun 20 10:14:47 PDT 2009,kaylawicker,"@hlegg90 ah makes sense! Ok ummm later sunday are you free? If not, I'm going back to chi on mon at 11am "
0,1995747085,Mon Jun 01 13:59:05 PDT 2009,esahagun,Have a migrain!!!! Wanna go home and get in bed. 
0,2261820172,Sat Jun 20 21:24:17 PDT 2009,DeavonS,"updated NBN. Can't say I'm excited, nothing but old art... where has my muse gone? "
0,1973463962,Sat May 30 11:11:52 PDT 2009,FionaDeelish,Missin' my boi 
0,1882606231,Fri May 22 07:10:17 PDT 2009,woolyvines,is sad the cherries did not make it home from the grocery store  http://plurk.com/p/vhuze
0,2002317938,Tue Jun 02 03:51:29 PDT 2009,goaskalicia,things I forgot recently: not to check twitter in between Pushing Daises on W at 7.30 and ANTM on fox8+2 at 9.30. Spoooillerrss! 
0,1555951024,Sat Apr 18 21:10:28 PDT 2009,hayleeRAWR,Just puked 
0,2228571338,Thu Jun 18 14:36:29 PDT 2009,nyakototo,@VivaLaSara  Oh dear! I hope you don't need stitches!
0,1834313912,Mon May 18 02:27:30 PDT 2009,roca13,Soooooo horrible nightmares of shootings at Arbys that jerk me out of sleep at 5 in the morning are NO FUN!  
0,2001756183,Tue Jun 02 01:58:08 PDT 2009,Siz_Star,@meghornby lmao na these random freek that keep folowin me n there names r like @jmjphamlhjb  haha
0,2055551158,Sat Jun 06 09:31:27 PDT 2009,Bluraven,"@MarronMarvel I do believe so...however IMDB only has details for PRO users, so I don't know much more than that it's in the works. "
0,2216552984,Wed Jun 17 19:38:17 PDT 2009,ErikaLee915,@excalipoor 
0,1968843774,Fri May 29 22:21:20 PDT 2009,XxAshley28xX,@dejuanp yeah Kims sister Khloe is doing a radio show in miami every friday.. i was on hold   shes like give me 30 sec and ask a question
0,2050221729,Fri Jun 05 18:17:03 PDT 2009,siegfriedkiel,@chienalee But I want to use TwitterBerry. But I can't have one.  ---YET! Haha.
0,2261939171,Sat Jun 20 21:36:23 PDT 2009,vanimp,@Samtagious I sooo wants one  lol
0,2282537392,Mon Jun 22 11:29:44 PDT 2009,shanz1025,@ems0985 I SOOOOO need to watch season one ... that show looks so good but I always missed it on TV 
0,2180973482,Mon Jun 15 11:11:35 PDT 2009,JujuSherry,@daisycakessoap That scares me......I just started my shop.  
0,2242836740,Fri Jun 19 12:41:35 PDT 2009,CharlyeLynne,i can't believe my baby left me today!!! this is going to be a verry long weekend  and im not too happy about it.. missing him already
0,1980858163,Sun May 31 07:51:04 PDT 2009,rlouttet,Snowing in muskoka this morning = 
0,1687460725,Sun May 03 08:45:29 PDT 2009,christian792,@CandiceKei hahahah. yeahh. omgosh i feel so bad for the Cook family right now! 
0,2326081710,Thu Jun 25 06:31:26 PDT 2009,purechinoy,at work...so tired wanna pass out. couldn't sleep last night only slept an hour. today looks like 12-14 hour shift  to much on my mind
0,1976318639,Sat May 30 17:04:03 PDT 2009,micaela6955,"@AutumH no problem... um, how long has your kitty been missing? I feel so bad since you mentioned that last night   #mmwanted"
0,1977889582,Sat May 30 21:56:30 PDT 2009,Gromrigan,@DeliaCD sounds like fun too bad I missed it 
0,1563652991,Sun Apr 19 23:41:00 PDT 2009,Richard1994,@MasterAwesome Please no more school 
0,2050030138,Fri Jun 05 17:56:29 PDT 2009,jonjones,@dgregryc That's my fear too.   I almost got hit by two cars in 5 seconds on the way to the grocery store tonight. Grr!
0,2072065062,Sun Jun 07 20:20:27 PDT 2009,kevingmiller,@WildSoul - That is ridiculous and sad. 
0,2227538459,Thu Jun 18 13:19:24 PDT 2009,jonjonnyp,"@tankyknight Yo ho ho. No rum, though. "
0,1827127232,Sun May 17 10:03:01 PDT 2009,RiCANBARBi3,okk so i just saw the finale of the qame cuz i dvr'd it &amp;+ i cried like a baby.. omq i'm so emotional today 
0,1759496274,Sun May 10 19:20:28 PDT 2009,kelsosaurrr,laying in bed. i feel like a cripple. 
0,1983646483,Sun May 31 13:33:30 PDT 2009,Je_suis_ecoute,Had a dream last night about my prom dress not getting here in time for prom and I had to miss it all together  !!!
0,2052752924,Sat Jun 06 01:53:24 PDT 2009,CarlNoren,Beutiful day today!! So warm and a clear blue sky... perfect studio weather 
0,1991079554,Mon Jun 01 06:21:42 PDT 2009,AdrienneNycole,"#shoutout to 3 o' clock. because i am sooo ready to go home  ugh, im not used to having a job. good things its only for 3 weeks."
0,2232662478,Thu Jun 18 20:13:05 PDT 2009,Emmanuel_7,@whoknu I know 
0,2061595707,Sat Jun 06 21:11:55 PDT 2009,LGCraazyyyy,Corecttion from last tweet  &quot; I saw a SHAWN in thier hi shawna&quot;  Then he laughs 
0,2208697467,Wed Jun 17 09:31:04 PDT 2009,nettn,absolutepunk.net# is slow today 
0,2196713529,Tue Jun 16 12:50:10 PDT 2009,mwclarkson,@4goggas TMNE09 already full I'm afraid  Where are you again? Think a NW one coming up soon.
0,2202758916,Tue Jun 16 22:21:41 PDT 2009,ange4wd,gahh...telstra bigpond not working  and stupid free wireless is slow as.....*sad face* guess i cant do phys
0,2249124155,Fri Jun 19 21:45:44 PDT 2009,alyssaanciro,"welll,  good night. i absolutely cannot waiiit to see my fam tmr!!!!!!!"
0,1963528313,Fri May 29 12:51:35 PDT 2009,luv4randb1231,"@rnbguru bummer, that means unless I do a youtube rip, which I don't know how, I can't have it. "
0,1975581393,Sat May 30 15:27:43 PDT 2009,heideland,"Test driving, etc. Dislikes: random truncation of posts, crops foto's. "
0,2014386956,Wed Jun 03 01:21:36 PDT 2009,_christel,@tollobote Really? Its pouring ova here too! Nah I don't  Time for you to share! LOL! Been knocked out with meds the past 4 days!
0,2210328009,Wed Jun 17 11:27:01 PDT 2009,crasch77,Have now confirmed why I could've never gone to law school. Bored to tears by legalese. And tax law's gotta be the worst. Totally evil. 
0,1996634260,Mon Jun 01 15:25:13 PDT 2009,Steph_Ma25,English exams?!? Go away... 
0,1556996121,Sun Apr 19 01:26:12 PDT 2009,ashusmc,a week from today 
0,2253970899,Sat Jun 20 09:01:43 PDT 2009,melissarustemov,I wish i could be going to cherryville with everyone 
0,2216608153,Wed Jun 17 19:42:54 PDT 2009,olv203ply,There's fluff coming out of my favorite pillow!  Tonight sucks balls. And I'm fucking starving!
0,1984359237,Sun May 31 14:57:17 PDT 2009,michellablog,"@crazyygiirl oh, what's wrong ?  &lt;3.."
0,1978868188,Sun May 31 00:45:03 PDT 2009,lilsweety302,@ashleegoodman it was a good thought but its not happening  temptation. lol  (Your Source To JONAS' Live Chat live &gt; http://ustre.am/3dpp)
0,1823317505,Sat May 16 21:39:24 PDT 2009,b0nika,I'm lowkey gettin bored of twitter 
0,2225438692,Thu Jun 18 10:43:15 PDT 2009,juliecolfer,just gona chill out for the night !!! might go for a run but it looks like it may rain 
0,1833697043,Mon May 18 00:08:38 PDT 2009,KISStheBOY,I want to do commentary on weird VH1 shows liek Julia Allison 
0,2259853797,Sat Jun 20 18:16:11 PDT 2009,JessiJaeJoplin,This car wash sucks. They gave me an air freshener &quot;wafer&quot; in a lil baggie. And they spelled new car &quot;nucar&quot; 
0,1835072060,Mon May 18 05:03:37 PDT 2009,Coffee24Luvr,"@mcdoofus Awwww...hope you saw my spam, but it looks like you'll need to call Comcast. "
0,2251017600,Sat Jun 20 02:10:46 PDT 2009,RapterJames,world is having more fun than me. 
0,1564669484,Mon Apr 20 04:29:22 PDT 2009,timaree,so tired this morning 
0,1957312851,Fri May 29 00:07:37 PDT 2009,elematt,shattered! PWG botched his hybrid dolphin shirt order and sent him xl 
0,1835152150,Mon May 18 05:16:46 PDT 2009,jasonhockey,@news10weather This heatwave was bad 
0,1825221710,Sun May 17 04:51:52 PDT 2009,jepotskie,misses doing shoots.  this is the reason why i don't explore my multiply site!!)
0,1822788686,Sat May 16 20:23:24 PDT 2009,Skyesworld,@ClaudiaCaponi twitterberry's been acting up with showing me pix 
0,2199831160,Tue Jun 16 18:03:50 PDT 2009,flower1892, the rain stopped
0,2057334378,Sat Jun 06 12:48:36 PDT 2009,nanshe_of_nina,My thighs are killing me I don't know why. This freaking sucks. 
0,2201928271,Tue Jun 16 20:58:58 PDT 2009,khali_blache,"Aw, Drums. You make me sad  #doctorwho"
0,2227375060,Thu Jun 18 13:07:04 PDT 2009,random_noodles,"@supermacsbomb ~ We're officially eighth graders! xDD I'll miss youu  Have a great summer, and throw another sleepover over the summer ;DD"
0,2228320639,Thu Jun 18 14:17:34 PDT 2009,PlayMyMusicJB,@allie_ohhh not at all... i am sooo depressed im not going.... i wont lie... i shed a tear...  hahah
0,2286669113,Mon Jun 22 16:45:44 PDT 2009,badassdey,Dont feel well think i have the flu. 
0,1827528479,Sun May 17 10:54:11 PDT 2009,icyww,@pressingbuttons yeah i lose 99% of the time too I've only won once 
0,2045172021,Fri Jun 05 10:20:29 PDT 2009,xosarahdawn,ugh. need to finish getting ready for work! 
0,1963218696,Fri May 29 12:23:18 PDT 2009,LovHER,@TheOriginalTeam Ooh can I have some? I'm hungry but I don't wanna get outta bed 
0,2180292094,Mon Jun 15 10:16:13 PDT 2009,markaragnos,At BHB saying goodbye to Audrey and Hugo  next up Cheesecake Factory tobid farewell to Rulo 
0,2261071839,Sat Jun 20 20:13:09 PDT 2009,MisSDiVaT,Wow my first weekend without my baby and I'm surprisingly good........I'm lyin I MISS MY STINKY FACE 
0,2191297564,Tue Jun 16 04:58:35 PDT 2009,AileenCannon,i jus gave my meanies away to my neighbours kid.. der the last packet!!!! booo hooo hooo 
0,1753904342,Sun May 10 04:03:05 PDT 2009,Tezzyy,Is thinking .. that i really do not want to go to work today 
0,1984373296,Sun May 31 14:58:58 PDT 2009,MrsMcFlyGrimmy,@JessMcFlyxxx  you alright? x
0,2014273219,Wed Jun 03 00:59:49 PDT 2009,MobiWallet,@Starbucks so true... Could do with a Starbucks Coffee now  but you are not in SA.
0,2047937388,Fri Jun 05 14:24:32 PDT 2009,thesnarkyone,@geekhat all I can say is dooooooode 
0,2327319670,Thu Jun 25 08:11:51 PDT 2009,TerrenceJ106,I had a dream that all of the HATERS in the world died  It was sad b/c there was nobody 4 us 2 STUNT on! Thx God for haters = we NEED U!
0,2231881261,Thu Jun 18 19:09:15 PDT 2009,rlrandolph,"I just ate a Nectarine and my bottom lip is swollen now. Take those off the menu, I guess.  http://twitpic.com/7rlbi"
0,2186716532,Mon Jun 15 19:14:06 PDT 2009,milmot,"is sick, but still had to drive into work and grab his laptop so he could work from home... "
0,1882111082,Fri May 22 06:15:12 PDT 2009,natalie_louise,@anthonyshaw1 i watch everything on the net. ive finished every season now.  what am i gonna do with my life! all going down @ bens 2moro?
0,1963820969,Fri May 29 13:18:00 PDT 2009,_sophiiie,Rice is ready to eat.Off now to watch Comet 2009!The most important music price in germany.Wow n Lisa arrives around 12p.m.  Still 2 hours
0,2045152126,Fri Jun 05 10:18:44 PDT 2009,realdiva83,"@DonnieWahlberg Trust me. If I could, I would! "
0,2234984388,Fri Jun 19 00:10:10 PDT 2009,ShizueElina,haha Goodnight!! Tonight was fun! I'm soooo glad i go to see my big sis!! Tomorrow is my last day at the beach  http://tinyurl.com/ng9pq7
0,2186502804,Mon Jun 15 18:56:01 PDT 2009,anggelai,: my stomach aches..  http://plurk.com/p/117ner
0,1977618521,Sat May 30 21:20:20 PDT 2009,krh1130,@KelsLovesNkotb  something weird with twitter tonight I guess.  
0,2257466159,Sat Jun 20 14:22:54 PDT 2009,wafflegirl,Downloading photos from the birthday bash.  Erin was too wound up still to let me take a nap. 
0,1825136556,Sun May 17 04:30:23 PDT 2009,NatalieAnn0,http://twitpic.com/5csrp - So Much For; &quot;Our Friendship Will Last Forever&quot;  x
0,1995170901,Mon Jun 01 13:03:45 PDT 2009,nickstah123,@tineymarie i dont know 
0,2259112245,Sat Jun 20 17:02:12 PDT 2009,troy_middleton,Closing tonight at the store. 
0,1990708393,Mon Jun 01 05:33:21 PDT 2009,danbaker30,"Not sure how, but I forgot my phone today.. "
0,2061188142,Sat Jun 06 20:21:24 PDT 2009,Raulza08, goodnight everbody.. Hope I can fall asleep.. FML
0,2326978122,Thu Jun 25 07:45:36 PDT 2009,KristenMullikin,I think im going to die a slow and painful death of allergies 
0,1964865114,Fri May 29 14:56:11 PDT 2009,timlopez,Sacramento does not have nice weather. Sacramento has dry and hot weather. I hear it's raining in LA. 
0,2204873117,Wed Jun 17 03:21:29 PDT 2009,cazmcky,I'm not a happy bunny! 
0,2066245206,Sun Jun 07 10:09:23 PDT 2009,jo_jo_ba,&lt;--- TRES excited!! We bought a baby fig tree today @RichtersHerbs . No hibiscus or Meyer lemons though 
0,2000167868,Mon Jun 01 21:32:50 PDT 2009,marklewis1963,AAARRRGGGHHH!!!  I can't access my blog dashboard!  
0,1563938779,Mon Apr 20 00:58:10 PDT 2009,keithfries,@jessicaisfunny You fail at fun. 
0,2178798542,Mon Jun 15 08:13:12 PDT 2009,hollyferguson,"@IsabelleOC amazing, i'm working all weekend  but might get the chance to wander"
0,1993730656,Mon Jun 01 10:50:32 PDT 2009,cnun,the chemistry is still there 
0,1755273026,Sun May 10 08:42:46 PDT 2009,dlady6foota,"@FilmMakingTreez Thank you love. Oh yeah she's taking care of me lol! I'm the one cooking breakfast, washing dishes and clothes! "
0,1558016223,Sun Apr 19 06:57:27 PDT 2009,AlexArnold_,Revision time  Exams all this week ! Bummer.
0,2055524860,Sat Jun 06 09:28:37 PDT 2009,privarma,@hnprashanth how was startup city??? had plans to come but dropped it at the last min 
0,1834284357,Mon May 18 02:20:27 PDT 2009,albiea,is  in Sydney on Wednesday for training... not really looking forward to work tommorow 
0,2000425483,Mon Jun 01 22:05:17 PDT 2009,wwweinman,@PerryNunley @Sideache I'm losing my appetite  #hhrs
0,2177047014,Mon Jun 15 05:20:12 PDT 2009,lmk,to him*... have you forgotten me after not talking for almost a month? 
0,1793927153,Thu May 14 04:26:24 PDT 2009,yetixx,"@urartist I was passionate about creating, but I seem to have misplaced my passion at the moment  Maybe I tweeting will help find it?"
0,1973534005,Sat May 30 11:20:13 PDT 2009,Nish_Kot,Dusnt want d VacAtIoNs to End..  Damn College...huh :/
0,1989331634,Mon Jun 01 01:09:06 PDT 2009,spmmr, I hate muscle spasms. Fuck you spasms!!!!! http://twitpic.com/6e4a7
0,1971064447,Sat May 30 06:06:29 PDT 2009,mrsamarillas,"Going to the hot air balloons, but im not seeing any yet "
0,2283769208,Mon Jun 22 13:02:46 PDT 2009,HolliiieJannee,@MuchBetter92 yeah in like July for a few days then he's going down to Ohio  to spend time with his gfs family! &gt; i dont like his gf
0,1984688709,Sun May 31 15:36:24 PDT 2009,daanielleeex0,"Ugh, i dont feel good  im just gonnawatch more movies.. Idc if i get in trouible for not having my homewkr"
0,1974290661,Sat May 30 12:49:39 PDT 2009,karenfest,why the hell is my display picture not working???!! 
0,1960666000,Fri May 29 08:19:11 PDT 2009,KillzoneDotCom,"@Malcmail I wasn't given an exact date, but it shouldn't be much longer. Please accept our apologies for the inconvenience! "
0,2201366387,Tue Jun 16 20:10:30 PDT 2009,xxitsdanalovexx,some people in this world are just so sick. it shocks me when i hear the awful things people do. 
0,2223867186,Thu Jun 18 08:48:32 PDT 2009,Sroman624,@girlygirlseen I wonder the same sometimes. hope everything is ok and I got ur last txt this morning. my phone died 
0,2203845468,Wed Jun 17 00:40:33 PDT 2009,dniz87,I am not gonna wake up in time for the laker parade euw. iphone upgrade nooowwwww 
0,1692984286,Sun May 03 21:15:46 PDT 2009,darksbane,"Making garlic bread, its taking longer than i would like "
0,2249679406,Fri Jun 19 22:48:00 PDT 2009,Danceskittlez,I don't understand.....we was suppose 2 have movie nite and we neva had it 
0,1956899525,Thu May 28 22:58:52 PDT 2009,ohmygoshnina,I lost Paige on the phone. 
0,1792327546,Wed May 13 22:49:03 PDT 2009,ayydeebz,I need a new stupid blackberry. Its official. Mine hates me and decides not to work sometimes. It ruins my plans 
0,1967142390,Fri May 29 19:02:59 PDT 2009,GraceBurns,the dance was a fall through  i feel really let down
0,2245693243,Fri Jun 19 16:30:10 PDT 2009,GarageGlamorous,It's time to have my white ink tat touched up! its fading away 
0,1559762747,Sun Apr 19 11:59:19 PDT 2009,nereaLA,"Demi in Madrid, Miley in Italy..... OMG and i'm here!!! "
0,2178277509,Mon Jun 15 07:27:46 PDT 2009,MJMiki121,Aww you can barely see my background   MOOD:Sad XD
0,2070116235,Sun Jun 07 17:07:19 PDT 2009,shabnom,"Oh my god BNP, suck my dick, seriously. "
